idx,config_type,formula,natoms,dE_per_atom_meV,F_rmse_meV_A,F_ref_rms_meV_A,F_maxerr_meV_A,worst_atom_idx,worst_atom_sym,absdE,rel_F_pct
141,none,C9H95F19O58Pt64S,246,-8.92478477600697,66.48048062261887,115.76717825569193,449.91651055626954,102,F,8.92478477600697,57.42601799949306
142,none,C9H95F19O58Pt64S,246,-9.139116512274567,63.31238554777112,115.32486574313631,433.5349465430481,101,F,9.139116512274567,54.89916258717971
143,none,C9H95F19O58Pt64S,246,-11.560949765957847,68.26789812419102,147.6555613839386,486.8555431976487,101,F,11.560949765957847,46.23455932464251
144,none,C9H95F19O58Pt64S,246,-14.639378333065803,113.0675680605573,207.29298134437155,897.6957855781916,57,Pt,14.639378333065803,54.54481252923875
145,none,C9H95F19O58Pt64S,246,-11.0806838809929,72.49622656591696,116.39658224430524,539.435783799303,100,F,11.0806838809929,62.28381037318978
146,none,C9H95F19O58Pt64S,246,-10.949960104459556,69.83359466345996,109.43318545120968,441.31239607479426,100,F,10.949960104459556,63.813910173157645
147,none,C9H95F19O58Pt64S,246,-7.718576412700965,74.14112637291268,131.5890890540837,492.46714023238366,121,F,7.718576412700965,56.34291331133111
148,none,C9H95F19O58Pt64S,246,-11.550087572952801,66.23836010828921,115.83691800520472,477.91999177432933,102,F,11.550087572952801,57.182426163404166
149,none,C9H95F19O58Pt64S,246,-11.411697674037253,66.46519822814423,115.52820474985313,466.2939740691454,101,F,11.411697674037253,57.531577134828396
150,none,C9H95F19O58Pt64S,246,-8.097649277334586,69.59427731438971,111.25132975409083,513.8140484291044,116,F,8.097649277334586,62.555906044647216
151,none,C9H95F19O58Pt64S,246,-11.64909375973928,76.0402203446305,205.59140002531993,434.2401628720462,67,O,11.64909375973928,36.98609004815651
152,none,C9H95F19O58Pt64S,246,-9.941089120471085,92.9019708254721,255.1212468617421,879.7096874391186,57,Pt,9.941089120471085,36.41483097478686
153,none,C9H95F19O58Pt64S,246,-9.80057408470032,83.97729532185886,201.35061928978683,475.95550298300265,100,F,9.80057408470032,41.7069962923717
154,none,C9H95F19O58Pt64S,246,-10.428272897441023,109.6454886516661,236.45224795140476,570.5465936127619,123,F,10.428272897441023,46.37109166929986
155,none,C9H95F19O58Pt64S,246,-10.683678513642674,77.64175260849977,166.93362301581985,513.8067968857193,116,F,10.683678513642674,46.51055383919983
156,none,C9H95F19O58Pt64S,246,-9.879112991833741,104.32874796172031,196.0338890544041,635.2942213266635,236,H,9.879112991833741,53.21975116902699
157,none,C9H95F19O58Pt64S,246,-9.229526626006738,81.48607483306571,146.00787186390576,509.08708704931036,61,Pt,9.229526626006738,55.80937095571056
158,none,C9H95F19O58Pt64S,246,-9.399848935483933,72.27771457160748,112.7675825912072,488.45890906262485,99,F,9.399848935483933,64.09440808323505
159,none,C9H95F19O58Pt64S,246,-10.057434309283423,75.21045384733674,159.97461993911938,517.7283090942603,121,F,10.057434309283423,47.01399126683917
160,none,C9H95F19O58Pt64S,246,-11.342382694171492,73.05221475060927,133.70266173395427,571.3427131597099,116,F,11.342382694171492,54.63781633305913
161,none,C9H95F19O58Pt64S,246,-8.155029412828446,63.03610169995481,109.09229270832161,463.5397612767941,120,F,8.155029412828446,57.782360362059194
162,none,C9H95F19O58Pt64S,246,-8.100718943988033,66.43404067741487,108.40505888763185,539.3840898781812,102,F,8.100718943988033,61.28315537956362
163,none,C9H95F19O58Pt64S,246,-8.114212693275535,67.88294602803633,111.62609458465518,462.09517275852556,116,F,8.114212693275535,60.81279317405049
164,none,C9H95F19O58Pt64S,246,-10.62130361047244,71.31469750578678,121.39623670297391,448.3267573183194,99,F,10.62130361047244,58.74539396165626
165,none,C9H95F19O58Pt64S,246,-8.351867873462039,70.3011884189934,109.2178791822375,491.8419243072047,120,F,8.351867873462039,64.36783880566942
166,none,C9H95F19O58Pt64S,246,-11.299477523969811,73.15320931916526,128.6098325062825,518.9569176242896,120,F,11.299477523969811,56.87995069552072
167,none,C9H95F19O64Pt64S,252,-13.670234072335353,69.6465346805929,238.52537105766882,470.4940328675471,105,F,13.670234072335353,29.198795235813424
168,none,C9H95F19O64Pt64S,252,-14.619852871830863,67.2174865525933,222.60894749739552,441.9986906189334,107,F,14.619852871830863,30.195321126245265
169,none,C9H95F19O64Pt64S,252,-10.273362904655865,65.83933843585487,225.53624553999512,478.9213281628376,106,F,10.273362904655865,29.192353662808205
170,none,C9H95F19O64Pt64S,252,-13.28792200989223,76.03427110637014,281.53035635940967,516.0442709002646,126,F,13.28792200989223,27.007485831937295
171,none,C9H95F19O64Pt64S,252,-8.680048199219902,74.23516654966333,262.14771792564494,423.28377730089494,108,F,8.680048199219902,28.318067056650577
172,none,C9H95F19O64Pt64S,252,-8.089290214041876,68.28736553672007,217.9633888925472,446.0599679316777,113,F,8.089290214041876,31.32974114766804
173,none,C9H95F19O64Pt64S,252,-11.626200882707804,64.28120903708574,279.7793385868371,377.54017180136316,115,F,11.626200882707804,22.975681250005646
174,none,C9H95F19O64Pt64S,252,-8.936766135212522,73.01270495355635,254.35921911042797,478.6642993056425,105,F,8.936766135212522,28.704564044859126
175,none,C9H95F19O64Pt64S,252,-11.647577629085548,68.7902402386215,210.9363077564257,437.571903327716,115,F,11.647577629085548,32.61185377249306
176,none,C9H95F19O64Pt64S,252,-9.850089341708799,69.3853447651787,340.0836342089755,469.14259128340086,107,F,9.850089341708799,20.40243569102258
177,none,C9H95F19O64Pt64S,252,-10.426766909072212,63.485505455254625,248.73262843367112,494.4298066848763,107,F,10.426766909072212,25.52359368975355
178,none,C9H95F19O64Pt64S,252,-10.00724569848177,65.75771289368977,259.8409473475303,483.5479014173855,106,F,10.00724569848177,25.306909309309358
179,none,C9H95F19O64Pt64S,252,-10.646521208400372,69.38152477143304,261.0215109937559,437.6061102289277,115,F,10.646521208400372,26.580768959341732
180,none,C9H95F19O64Pt64S,252,-9.276000054558695,65.26699938341051,212.23002091795576,481.94666783542476,127,F,9.276000054558695,30.752953376299924
181,none,C9H95F19O64Pt64S,252,-11.99127296399277,83.55708874615145,251.1074019398789,526.1495582388843,131,F,11.99127296399277,33.275438358506456
182,none,C9H95F19O68Pt64S,256,-12.020051905551554,67.36126533368957,153.29604119785438,427.9306077662128,117,F,12.020051905551554,43.94194710269687
183,none,C9H95F19O68Pt64S,256,-11.82263798045824,70.90925280143175,143.6638327147239,503.28832843680283,121,F,11.82263798045824,49.35776211834585
184,none,C9H95F19O68Pt64S,256,-8.801537058616304,71.19433645783069,143.00921544052562,454.6371302148859,133,F,8.801537058616304,49.78304107083144
185,none,C9H95F19O68Pt64S,256,-13.039384711646562,73.97156378904377,197.88484057698327,519.0658118901757,111,F,13.039384711646562,37.38111700389023
186,none,C9H95F19O68Pt64S,256,-9.404845244148419,70.57578743444273,152.7355835118489,480.5503844907173,56,Pt,9.404845244148419,46.20782257264079
187,none,C9H95F19O68Pt64S,256,-12.560900940457032,68.17166783091105,140.38463323315753,482.4220427980551,131,F,12.560900940457032,48.56063392471758
188,none,C9H95F19O68Pt64S,256,-12.560900928860974,68.17166783091102,140.38463323315753,482.4220427980615,131,F,12.560900928860974,48.560633924717564
189,none,C9H95F19O68Pt64S,256,-11.783546258584465,67.2870573002568,138.02426643193476,436.2265318860954,126,F,11.783546258584465,48.75016476427985
190,none,C9H95F19O68Pt64S,256,-7.65333664787704,82.29887329247121,165.63239548599694,535.2633645067143,126,F,7.65333664787704,49.68766710823126
191,none,C9H95F19O68Pt64S,256,-14.210480084898336,63.77151550176159,155.93566341919444,442.92493568288313,134,F,14.210480084898336,40.896042703411375
192,none,C9H95F19O68Pt64S,256,-12.953482379998604,70.8867249332855,152.53261130172905,491.13638523011394,110,F,12.953482379998604,46.47316028246739
193,none,C9H95F19O68Pt64S,256,-16.134985259213863,66.77629248845435,150.6689577440628,496.39690648602124,109,F,16.134985259213863,44.319874172014515
194,none,C9H97F19O68Pt64S,258,-8.430846310049194,60.6242658616887,136.8925180793345,444.6953848758825,119,F,8.430846310049194,44.28603309536216
195,none,C9H97F19O68Pt64S,258,-7.901376058133644,74.25850455243942,168.2950374668838,476.51446292158414,110,F,7.901376058133644,44.12400131943974
196,none,C9H96F19O68Pt64S,257,-9.402600906455005,67.32528698747043,145.75018461262937,428.64113661998755,135,F,9.402600906455005,46.19224817203878
197,none,C9H96F19O68Pt64S,257,-10.626396858373454,58.946414333308724,132.60656976933026,404.3458275188002,131,F,10.626396858373454,44.45210703801952
198,none,C9H96F19O68Pt64S,257,-10.626396837083492,58.946414068459205,132.60656941621454,404.3458275188042,131,F,10.626396837083492,44.45210695666447
199,none,C9H96F19O68Pt64S,257,-9.507331351889116,68.12106239182435,199.11135766213656,538.0026582382117,135,F,9.507331351889116,34.21254477477675
200,none,C9H96F19O68Pt64S,257,-8.622257568821826,66.53649518198031,148.58222098645123,379.3447192871153,118,F,8.622257568821826,44.7809265067101
201,none,C9H96F19O68Pt64S,257,-13.376056089710104,78.96219471601228,154.67195921767498,492.03221329101746,120,F,13.376056089710104,51.05139620355242
202,none,C9H96F19O68Pt64S,257,-7.821762853130836,69.89362895827313,165.1567415635195,425.43981567349897,131,F,7.821762853130836,42.31957369502349
203,none,C9H96F19O68Pt64S,257,-11.302093613996073,68.81961992959215,164.0666573732357,494.04059220599913,135,F,11.302093613996073,41.94613398689181
204,none,C9H96F19O68Pt64S,257,-16.345861258487133,76.41867545722927,168.68691109666736,538.486025832221,135,F,16.345861258487133,45.302077654049256
205,none,C9H96F19O68Pt64S,257,-10.79715029501849,66.29213064853653,146.05954818602916,469.00013237207634,111,F,10.79715029501849,45.38705717759949
206,none,C9H96F19O68Pt64S,257,-10.764500866408536,66.85656902605433,156.99217934397578,475.156033672505,135,F,10.764500866408536,42.585923264093985
207,none,C9H96F19O68Pt64S,257,-12.403536425560988,71.61514019747185,180.35414108904897,473.5362297819075,111,F,12.403536425560988,39.708065345786665
208,none,C9H96F19O68Pt64S,257,-12.007590933772645,65.52170932613595,163.64324575408256,431.7913111958008,135,F,12.007590933772645,40.03936063734627
209,none,C9H95F19O68Pt64S,256,-14.461801205243319,80.22518757482767,245.13232809509222,482.43076673836407,131,F,14.461801205243319,32.72729802643842
210,none,C9H95F19O68Pt64S,256,-12.497270879066491,75.90686757074123,239.70843961004337,474.4940285400297,49,Pt,12.497270879066491,31.666330853526134
211,none,C9H95F19O68Pt64S,256,-12.89055687891505,64.18724374634147,157.23607490902174,446.9920512354744,133,F,12.89055687891505,40.82221194053642
212,none,C9H95F19O68Pt64S,256,-12.917569515593641,72.30659169173587,181.93632561389023,505.56160233490124,131,F,12.917569515593641,39.742800921013824
213,none,C9H95F19O68Pt64S,256,-12.209469344952595,72.27408635439193,144.67852532239218,515.6266758914804,130,F,12.209469344952595,49.954950946134595
214,none,C9H95F19O68Pt64S,256,-11.230126316831957,72.38372166440233,148.15084078698018,502.56606677530425,130,F,11.230126316831957,48.85812411181642
215,none,C9H95F19O68Pt64S,256,-11.230126322175238,72.38372166440217,148.15084078698018,502.5660667753039,130,F,11.230126322175238,48.85812411181632
216,none,C9H95F19O68Pt64S,256,-8.715908202475475,86.66870956278403,161.49969308876956,481.1753644889863,60,Pt,8.715908202475475,53.66493762631852
217,none,C9H95F19O68Pt64S,256,-14.843172542668981,78.26004378583863,265.7939821703166,487.02403251086275,106,C,14.843172542668981,29.4438734642573
218,none,C9H95F19O68Pt64S,256,-15.90336032063533,77.07350690195396,179.7769338570256,494.6113045637727,56,Pt,15.90336032063533,42.87174402654435
219,none,C9H95F19O68Pt64S,256,-10.770885657166218,108.84865238791006,164.8663148811842,797.3715259176234,53,Pt,10.770885657166218,66.02237240903642
220,none,C9H95F19O68Pt64S,256,-12.253679557261421,93.04025659958133,266.06193844770394,963.8195640940841,48,Pt,12.253679557261421,34.96939740513427
221,none,C9H95F19O68Pt64S,256,-10.185130596369163,64.27221333001259,166.96508732908367,543.1228197265636,126,F,10.185130596369163,38.494402846826176
222,none,C9H95F19O68Pt64S,256,-10.482050350788086,69.51158735547945,156.5478775214257,461.7206590812497,135,F,10.482050350788086,44.4027657583322
223,none,C9H95F19O68Pt64S,256,-7.258544014121071,71.34819568850816,133.41009177250282,484.84805444334773,126,F,7.258544014121071,53.480358749902116
224,none,C9H95F19O68Pt64S,256,-11.946009840016814,77.7500957982678,152.95902281258066,460.2284175378132,122,F,11.946009840016814,50.830669788950146
225,none,C9H95F19O68Pt64S,256,-10.269286106108666,64.74890092207978,166.24262596481447,459.6838141881641,126,F,10.269286106108666,38.94843488323145
226,none,C9H95F19O68Pt64S,256,-11.704171375754413,78.89448461368025,162.77024443748013,583.1815759709829,61,Pt,11.704171375754413,48.46984464902216
227,none,C9H95F19O68Pt64S,256,-10.62233867287432,68.2149310832556,144.3336207099804,545.6887150516803,126,F,10.62233867287432,47.261982861446135
228,none,C9H95F19O68Pt64S,256,-10.729379901590619,71.19521881138787,145.31091040715052,468.6427620914158,135,F,10.729379901590619,48.99509514592132
229,none,C9H95F19O68Pt64S,256,-10.729379852818965,71.19521834722308,145.3109100548731,468.6427620914177,135,F,10.729379852818965,48.995094945271454
230,none,C9H95F19O68Pt64S,256,-11.306067034524858,74.72814029423223,152.67322440283883,501.8819366355083,55,Pt,11.306067034524858,48.94646103566719
231,none,C88H4F180O20S4,296,-6.815999571109707,132.62102286529483,1104.7890549744386,457.99992772656805,25,F,6.815999571109707,12.004194128114644
232,none,C88H4F180O20S4,296,-6.29539359893848,136.52098755518048,1132.7436483386216,520.3382692500303,51,F,6.29539359893848,12.052240394851369
233,none,C400Pt87,487,1.522520702863896,72.51534682458181,1582.9714415854385,577.3598835779891,420,Pt,1.522520702863896,4.58096368131275
234,none,C400Pt87,487,1.3931563563426876,58.84544044049271,1583.879341939636,366.95670540213524,412,Pt,1.3931563563426876,3.7152729303502334
235,none,C400Pt87,487,1.7451006004556218,56.55578832276117,1619.2930971381402,419.8682594265417,420,Pt,1.7451006004556218,3.492622084458651
236,none,C400Pt87,487,1.9372713206349288,54.51914162738052,1542.0724907188014,339.6338537398675,460,Pt,1.9372713206349288,3.535446093196805
237,none,C400Pt87,487,1.3673364332288092,58.342376438274044,1551.6117042860217,664.2759701277475,408,Pt,1.3673364332288092,3.7601144846429504
238,none,C400Pt21,421,-1.432840999086153,50.21464349931461,1740.0211698255287,300.2141544401393,288,C,1.432840999086153,2.885863940629505
239,none,C2H2F4O4Pt64S,77,-36.99122714982428,111.80091634448225,1081.8447720169163,431.09667811840006,44,Pt,36.99122714982428,10.33428447743463
240,none,H116O58Pt64,238,-5.3939199091733565,42.27153156989941,175.26419034612007,217.10301375822232,124,O,5.3939199091733565,24.118749806460507
241,none,H116O58Pt64,238,-4.431143702651538,44.00792917160539,185.50582110222035,242.05279113546513,58,Pt,4.431143702651538,23.723206587331536
242,none,H116O62Pt64,242,-8.51906958256929,52.300398125216475,181.63056695046933,274.26890839908435,66,O,8.51906958256929,28.794931934270068
243,none,H116O62Pt64,242,-8.012628148012594,62.973975876264646,231.26466139232912,570.3312594519838,59,Pt,8.012628148012594,27.230263152670954
244,none,H116O62Pt64,242,-7.322101130040578,46.43652934108421,200.9127915943226,379.0320552777339,63,Pt,7.322101130040578,23.112778918948838
245,none,H116O62Pt64,242,-8.18343591779636,56.21186579298707,240.5237187289243,278.92745219434397,52,Pt,8.18343591779636,23.370612299712164
246,none,H116O62Pt64,242,-5.777620685778458,48.037629170310375,228.77187935224563,247.55960406182072,74,O,5.777620685778458,20.998048058321743
247,none,H116O62Pt64,242,-6.107695659402227,42.878835978303925,165.52914176516865,192.3254405463111,179,O,6.107695659402227,25.904100946245993
248,none,H116O62Pt64,242,-6.397314916157033,46.412024727070786,168.3502411100259,217.72709622809546,92,O,6.397314916157033,27.568730772852316
249,none,H116O64Pt64,244,-8.880141212416003,78.94637995597218,285.98429831160115,393.12721849120527,61,Pt,8.880141212416003,27.605144905527027
250,none,H116O64Pt64,244,-6.4225860805294595,46.7399479138816,219.74422772600553,258.7424606876296,217,O,6.4225860805294595,21.270159583968983
251,none,H116O64Pt64,244,-9.38496285988415,48.040390182553956,175.92535319099002,306.73775367166627,58,Pt,9.38496285988415,27.307258056432502
252,none,H116O64Pt64,244,-6.849810434553055,51.12830651036151,293.3623801272364,299.0295114897123,69,O,6.849810434553055,17.428378679020216
253,none,H116O64Pt64,244,-4.901906661617715,53.68662042931175,210.6251717900729,270.9481461958656,61,Pt,4.901906661617715,25.489175853501706
254,none,H116O64Pt64,244,-8.295682326773159,51.915325101157144,186.10611311777149,308.51577718323085,66,O,8.295682326773159,27.895550678823827
255,none,H116O64Pt64,244,-8.034562211355851,51.591988493378366,180.48003034724871,293.56433216208563,63,Pt,8.034562211355851,28.585981725575905
256,none,H116O64Pt64,244,-9.403566808986561,47.280910612985515,245.43714685099795,259.9113248104052,121,O,9.403566808986561,19.263958703728417
257,none,H116O64Pt64,244,-9.45256221058996,47.4243308962975,172.5671304602731,261.2701077195143,91,O,9.45256221058996,27.481670912535176
258,none,H116O74Pt64,254,-15.018827176362269,56.07135658149574,307.5238758936962,361.4722724296478,89,O,15.018827176362269,18.233171788221835
259,none,H116O74Pt64,254,-16.694167631863447,60.507838365346394,332.6553671618475,410.5156378377329,64,O,16.694167631863447,18.18934679502928
260,none,H116O74Pt64,254,-15.109070966191641,53.63779318385226,233.0632163973018,494.7640456739825,69,O,15.109070966191641,23.014267979729656
261,none,H116O74Pt64,254,-14.306430067701125,51.96861719098134,239.82737103784524,365.1501148035713,59,Pt,14.306430067701125,21.66917686087656
262,none,H118O74Pt64,256,-10.426983007732815,49.45153100407094,200.66010704839908,244.2066309734452,73,O,10.426983007732815,24.644425706472518
263,none,H118O74Pt64,256,-8.522304735038233,51.04216624122188,205.49413158172112,255.01470447908747,76,O,8.522304735038233,24.83874641496678
264,none,H118O74Pt64,256,-8.685321784355438,48.57124031995751,191.77598640556494,257.9341163717156,89,O,8.685321784355438,25.327071042794582
265,none,H117O74Pt64,255,-7.507715216956521,55.09679046321356,194.0308634644224,388.0276366384052,62,Pt,7.507715216956521,28.395889952484872
266,none,H117O74Pt64,255,-9.54941970743604,77.47834540072952,198.3815034653757,868.2142789945094,52,Pt,9.54941970743604,39.055226443654874
267,none,H116O74Pt64,254,-12.25714517840254,49.92397654494411,279.66133359825153,283.24602430338524,56,Pt,12.25714517840254,17.85158352161138
268,none,H116O74Pt64,254,-8.282422909525032,70.35586004209527,204.57490281962626,531.5716520910779,83,O,8.282422909525032,34.391246957662275
269,none,H116O74Pt64,254,-9.547891528973555,54.2079001941778,178.70935968641302,320.9020338439443,55,Pt,9.547891528973555,30.332994471749057
270,none,H116O74Pt64,254,-11.09892412044812,54.13517290292504,204.44646003026315,342.48628299194917,53,Pt,11.09892412044812,26.47889960770741
271,none,H116O74Pt64,254,-7.755251947376056,53.107541063593615,205.4327509518415,325.92266552428606,64,O,7.755251947376056,25.85154548996101
272,none,H116O74Pt64,254,-9.600691267016058,51.33400626567292,211.06496360690142,219.36579922897806,161,O,9.600691267016058,24.321424735030913
273,none,C32H92O42,166,8.32256193919979,53.47570395857753,1477.126804099027,284.2974587215529,40,O,8.32256193919979,3.620251410385517
274,none,C32H92O42,166,3.289683807013782,78.8956557756177,1305.0598176581095,504.5176495685244,13,C,3.289683807013782,6.045367017520589
275,none,C32H92O42,166,8.22402284382362,58.94133151526426,1218.1701601876982,365.8195806667566,26,C,8.22402284382362,4.83851381700094
276,none,C32H92O42,166,7.062056250687014,50.25532233805619,1302.5413298751096,229.927916490642,8,C,7.062056250687014,3.858251648941901
277,none,C32H92O42,166,1.712755440451704,68.77643046394638,1145.4288389490632,359.33790795604216,148,O,1.712755440451704,6.004426300899592
278,none,C32H92O42,166,8.282663716283468,51.33836887529594,1330.8831933798572,234.5338604017744,10,C,8.282663716283468,3.857466164624042
279,none,C32H92O42,166,7.514662610940076,127.49567560796213,1296.8325174808099,1093.4824673959213,25,C,7.514662610940076,9.831313904406995
280,none,C32H92O42,166,7.5124270129583826,52.05345055336456,1235.751461666364,365.38518656045954,23,C,7.5124270129583826,4.212291238820179
281,none,C32H92O42,166,8.27108376377356,46.32772040576844,1325.7384440633787,222.40675006303323,109,O,8.27108376377356,3.494484195824805
282,none,C44H62F90O40S2,238,-4.013431577785762,102.36613745091692,1208.8407374100962,457.5476345846037,65,F,4.013431577785762,8.468124400757143
283,none,C44H62F90O40S2,238,-4.015034782952637,106.27429597017087,1236.5555846333239,459.88708548717534,19,F,4.015034782952637,8.594380818043405
284,none,C44H62F90O40S2,238,-3.807217023516868,108.51318556542337,1231.8722751992514,479.1363697516861,50,F,3.807217023516868,8.808801671250514
285,none,C44H38F90O28S2,202,-3.0501301051405636,121.29475029577146,1268.5169989071567,466.3563507678625,54,F,3.0501301051405636,9.561933375766223
286,none,C44H50F90O34S2,220,-5.507767257288585,108.52377741554793,1199.950539118221,524.9547293907511,88,F,5.507767257288585,9.044020889002324
287,none,C44H50F90O34S2,220,-4.547121436851078,108.96559716691266,1114.4674272236925,479.2268845936229,57,F,4.547121436851078,9.777369396821449
288,none,C44H50F90O34S2,220,-4.509136788031108,115.99623838111393,1288.2584048655297,547.1902162331027,53,F,4.509136788031108,9.00411267980214
289,none,C44H50F90O34S2,220,-4.121620455672118,109.72829041483718,1295.9523381928022,492.3741312814082,92,F,4.121620455672118,8.46700045835425
290,none,C44H50F90O34S2,220,-4.480228842029729,109.71855631517326,1266.145812178575,430.1960918171184,121,F,4.480228842029729,8.665554571979957
291,none,C44H62F90O40S2,238,-5.037918009835847,108.24419542654998,1187.7227251297443,452.3480327605008,44,F,5.037918009835847,9.113591340497894
292,none,C44H62F90O40S2,238,-4.76333023376172,109.97571507317585,1219.1817881490733,532.9543668290221,116,F,4.76333023376172,9.020452580754
293,none,C44H62F90O40S2,238,-4.987283166707787,111.9911722335211,1098.6831393248935,512.8912999747538,86,F,4.987283166707787,10.19321842895816
294,none,C44H62F90O40S2,238,-5.6826188888752,108.5405933703015,1161.3054792334858,518.7387293039307,61,F,5.6826188888752,9.346429110275377
295,none,C44H38F90O28S2,202,-4.841306476766189,116.07335411622604,1184.1406057021086,486.00929444919007,125,F,4.841306476766189,9.802328672565286
296,none,C44H38F90O28S2,202,-4.681055258632762,119.21521046775267,1171.5421827682533,464.8903764029933,41,F,4.681055258632762,10.175921295984187
297,none,C44H2F90O10S2,148,-7.63909934431541,130.6442805766392,1192.3915524701868,477.7899931690816,18,F,7.63909934431541,10.956491624415941
298,none,C44H50F90O34S2,220,-3.712663125638342,117.67233693142941,1300.7896025923626,531.9908565948996,14,F,3.712663125638342,9.046223670370559
299,none,C44H50F90O34S2,220,-3.2088706316161817,109.92003343511293,1157.7567221438821,440.0601468954394,54,F,3.2088706316161817,9.494225456239885
300,none,C44H50F90O34S2,220,-3.400743337988388,110.06551702891716,1244.9929198708235,466.0850769533673,115,F,3.400743337988388,8.840654052903146
301,none,C44H50F90O34S2,220,-3.260068438447144,120.6312557464967,1224.0895086333232,513.6220848249538,87,F,3.260068438447144,9.854774090922453
302,none,C18H2F38O10S2,70,-12.423762807468718,125.89567803254143,1220.9650356258348,407.8805584140763,52,F,12.423762807468718,10.311161610619799
303,none,C18H2F38O10S2,70,-11.747828445160328,136.164460518308,1281.4511594919272,488.5427168346598,51,F,11.747828445160328,10.625801811463093
304,none,C18H50F38O34S2,142,-7.770630807704358,88.22476941107738,1096.2004132864488,420.67779704993274,30,F,7.770630807704358,8.048233547602514
305,none,C18H50F38O34S2,142,-6.697883797808662,83.10016267628414,1106.000349047012,437.03740222187946,30,F,6.697883797808662,7.513574724265468
306,none,C18H50F38O34S2,142,-7.2395112996238025,87.18580164559687,1099.8786187404314,378.36159291987235,30,F,7.2395112996238025,7.926856669460587
307,none,C18H62F38O40S2,160,-6.838782036766133,81.58471994444612,1130.8828950296845,455.2427463934518,8,F,6.838782036766133,7.214250060993681
308,none,C18H62F38O40S2,160,-5.3473892599413375,87.76767584107624,1095.490307174727,406.4470210540385,45,F,5.3473892599413375,8.011725459025682
309,none,C18H62F38O40S2,160,-7.917262312184903,80.92512408913073,1179.470417430645,361.7734872164306,64,F,7.917262312184903,6.861140635084158
310,none,C18H62F38O40S2,160,-7.188350938531585,80.19559567961814,1082.7357954911524,385.89000984876725,18,F,7.188350938531585,7.406755739819212
311,none,C18H62F38O40S2,160,-7.323427236042335,75.96650321762954,1148.3994372508464,406.2843642578483,19,F,7.323427236042335,6.614989589291837
312,none,C18H62F38O40S2,160,-7.750469195480036,84.27588120575753,1177.3585663800277,410.9413549507586,54,F,7.750469195480036,7.158047141481872
313,none,C18H62F38O40S2,160,-4.7322703209374595,79.33667696628011,1164.1630759048853,376.9209104062519,67,F,4.7322703209374595,6.814910952626889
314,none,C18H62F38O40S2,160,-7.92610177518327,75.69131587641098,1130.5034104839672,390.89134399690226,61,F,7.92610177518327,6.695363779929476
315,none,C18H62F38O40S2,160,-7.141386221928769,83.10564340275418,1111.4512257802683,434.9132874385325,69,F,7.141386221928769,7.47721910553581
316,none,C18H62F38O40S2,160,-6.049035154228477,81.71070475745945,1088.0710065060648,374.2097963049018,43,F,6.049035154228477,7.50968496255065
317,none,C18H38F38O28S2,124,-7.214689015933301,88.7968005803995,1343.735617251533,410.06526419760365,11,F,7.214689015933301,6.608204727208454
318,none,C18H38F38O28S2,124,-8.34425818685568,88.32632145668089,1183.1119859618361,355.8041101734047,30,F,8.34425818685568,7.465592649276909
319,none,C18H50F38O34S2,142,-6.333144141382023,81.9087148399265,1221.964261936835,365.07870720599857,54,F,6.333144141382023,6.703036855603267
320,none,C18H50F38O34S2,142,-7.740488179299807,83.19655233454739,1141.2779214489778,448.2269998174255,34,F,7.740488179299807,7.289771472046022
321,none,C18H50F38O34S2,142,-6.969740368039708,82.66094682217424,1210.6151060281252,374.2487484844538,59,F,6.969740368039708,6.82801217418923
322,none,C18H62F38O40S2,160,-6.7432326109610585,77.70730131604543,1204.4579441264698,389.69493820894695,29,F,6.7432326109610585,6.4516408974663255
323,none,C18H62F38O40S2,160,-6.740315965907939,80.23827029064716,1355.8203483937205,405.2405487567316,30,F,6.740315965907939,5.918060632863916
324,none,C18H62F38O40S2,160,-5.953255508029542,79.51313376919515,1233.9152343629703,448.7176573789585,68,F,5.953255508029542,6.443970505822076
325,none,C18H62F38O40S2,160,-7.1680330007893645,73.92545902103166,1185.485938279928,359.7868743593461,17,F,7.1680330007893645,6.235878185809041
326,none,C18H62F38O40S2,160,-7.193196194657503,85.90769452613823,1118.3798152951547,427.47986586901436,45,F,7.193196194657503,7.681441792068295
327,none,C18H62F38O40S2,160,-5.97684983513318,82.7205160566989,1115.1627631926042,408.59161664419787,59,F,5.97684983513318,7.4177975437305665
328,none,C18H62F38O40S2,160,-7.577464519999921,79.0039347172443,1226.1162611432899,385.56116677852265,19,F,7.577464519999921,6.443429324033043
329,none,C18H62F38O40S2,160,-7.6429438519426185,73.12490776172862,1196.6609303022396,387.25928343132637,64,F,7.6429438519426185,6.110745818638828
330,none,C18H62F38O40S2,160,-6.838661905885601,81.86800349282525,1201.1146957246492,370.44129029983867,44,F,6.838661905885601,6.816002150688295
331,none,C18H62F38O40S2,160,-6.504276314808521,78.6676569187816,1220.078250144611,419.51754890279636,30,F,6.504276314808521,6.447755044355347
332,none,C18H62F38O40S2,160,-5.742336392586367,83.96644265840271,1173.2979956736035,419.44976327505793,33,F,5.742336392586367,7.156446441400136
333,none,C18H62F38O40S2,160,-8.30018768174341,84.53255174765603,1146.0559537804652,444.29486407974684,67,F,8.30018768174341,7.375953282979831
334,none,C18H62F38O40S2,160,-8.761504606809467,77.11515215732412,1275.4964011996976,385.9123276474981,21,F,8.761504606809467,6.0458933545239075
